,heater power (mW),resistence (Ohm),current (mA)
0,0.0,0.0,0.0
1,0.0013571428571428571,73.472828,9.985645883681523
2,0.0027142857142857142,73.450576,14.119697204361612
3,0.004071428571428571,73.49023299999999,17.297694480974705
4,0.0054285714285714284,74.56611099999999,20.119330498659387
5,0.0067857142857142855,74.95159100000001,22.55216357216563
6,0.008142857142857143,76.203781,24.91016865516112
7,0.0095,76.80302,27.011639898384548
8,0.010857142857142857,77.409526,28.990451570917525
9,0.012214285714285714,78.029089,30.871825133468032
10,0.013571428571428571,78.343052,32.60716384915613
11,0.014928571428571428,78.82817600000001,34.30440286610452
12,0.016285714285714285,79.35951500000002,35.95033222576472
13,0.01764285714285714,80.064801,37.58419676159497
14,0.019,81.11749599999999,39.25853313612214
